gift_id	facet	value	notes
chorismate_biosynthesis	substrate_class	aromatic_compound	
chorismate_biosynthesis	physiological_role	biosynthesis	
chorismate_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	The pathway that defines the family.
salicylate_biosynthesis	substrate_class	aromatic_compound	
salicylate_biosynthesis	physiological_role	secondary_metabolite_biosynthesis	
salicylate_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	
indole_3_acetate_biosynthesis	substrate_class	aromatic_compound	
indole_3_acetate_biosynthesis	physiological_role	secondary_metabolite_biosynthesis	
indole_3_acetate_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	Declared although the GIFT starts at tryptophan: the indole ring it delivers to the auxin was built by the shikimate pathway.
paba_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	
menaquinone_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	The naphthoquinone ring is chorismate-derived; the prenyl tail is not, and the facet classifies the ring.
urate_degradation	substrate_class	ureide	
allantoin_degradation	substrate_class	ureide	
urea_hydrolysis	substrate_class	ureide	
nitrate_assimilation	substrate_class	inorganic_nitrogen	
ammonium_assimilation	substrate_class	inorganic_nitrogen	
betaine_demethylation	substrate_class	methylated_amine	
sarcosine_demethylation	substrate_class	methylated_amine	
creatinine_degradation	substrate_class	methylated_amine	
carnitine_degradation_trimethylamine	substrate_class	methylated_amine	
carnitine_to_betaine	substrate_class	methylated_amine	
methylamine_degradation	substrate_class	methylated_amine	
taurine_desulfonation_aerobic	substrate_class	organosulfonate	
taurine_degradation_sulfoacetaldehyde	substrate_class	organosulfonate	
taurine_uptake_abc	substrate_class	organosulfonate	
urate_degradation	physiological_role	nitrogen_acquisition	
urate_degradation	physiological_role	carbon_acquisition	
allantoin_degradation	physiological_role	nitrogen_acquisition	
allantoin_degradation	physiological_role	carbon_acquisition	
urea_hydrolysis	physiological_role	nitrogen_acquisition	
nitrate_assimilation	physiological_role	nitrogen_acquisition	
ammonium_assimilation	physiological_role	nitrogen_acquisition	
ammonium_assimilation	physiological_role	biosynthesis	
betaine_demethylation	physiological_role	carbon_acquisition	
betaine_demethylation	physiological_role	nitrogen_acquisition	
sarcosine_demethylation	physiological_role	carbon_acquisition	
sarcosine_demethylation	physiological_role	nitrogen_acquisition	
creatinine_degradation	physiological_role	carbon_acquisition	
creatinine_degradation	physiological_role	nitrogen_acquisition	
carnitine_degradation_trimethylamine	physiological_role	carbon_acquisition	
carnitine_degradation_trimethylamine	physiological_role	released_bioactive_product	
carnitine_to_betaine	physiological_role	carbon_acquisition	
methylamine_degradation	physiological_role	carbon_acquisition	
methylamine_degradation	physiological_role	nitrogen_acquisition	
taurine_desulfonation_aerobic	physiological_role	sulfur_acquisition	
taurine_degradation_sulfoacetaldehyde	physiological_role	sulfur_acquisition	
taurine_degradation_sulfoacetaldehyde	physiological_role	carbon_acquisition	
taurine_uptake_abc	physiological_role	nutrient_uptake	
glcnac_degradation	physiological_role	nitrogen_acquisition	Added when the ammonium liberated by the glucosamine-6-phosphate deaminase became a declared output anchor.
neuac_degradation	physiological_role	nitrogen_acquisition	Added when the ammonium liberated by the glucosamine-6-phosphate deaminase became a declared output anchor.
benzoate_degradation_catechol	substrate_class	aromatic_compound	
benzoate_degradation_catechol	physiological_role	aromatic_ring_catabolism	
anthranilate_degradation_catechol	substrate_class	aromatic_compound	
anthranilate_degradation_catechol	physiological_role	aromatic_ring_catabolism	
phenol_hydroxylation	substrate_class	aromatic_compound	
phenol_hydroxylation	physiological_role	aromatic_ring_catabolism	
catechol_ortho_cleavage	substrate_class	aromatic_compound	
catechol_ortho_cleavage	physiological_role	aromatic_ring_catabolism	
oxoadipate_activation	substrate_class	aromatic_compound	
oxoadipate_activation	physiological_role	aromatic_ring_catabolism	
oxoadipyl_coa_thiolysis	substrate_class	aromatic_compound	
oxoadipyl_coa_thiolysis	physiological_role	aromatic_ring_catabolism	
catechol_meta_cleavage	substrate_class	aromatic_compound	
catechol_meta_cleavage	physiological_role	aromatic_ring_catabolism	
oxopentenoate_degradation	substrate_class	aromatic_compound	
oxopentenoate_degradation	physiological_role	aromatic_ring_catabolism	
phenylacetate_degradation	substrate_class	aromatic_compound	
phenylacetate_degradation	physiological_role	aromatic_ring_catabolism	
phenylpropanoate_dihydroxylation	substrate_class	aromatic_compound	
phenylpropanoate_dihydroxylation	physiological_role	aromatic_ring_catabolism	
hydroxyphenylpropanoate_hydroxylation	substrate_class	aromatic_compound	
hydroxyphenylpropanoate_hydroxylation	physiological_role	aromatic_ring_catabolism	
dihydroxyphenylpropanoate_degradation	substrate_class	aromatic_compound	
dihydroxyphenylpropanoate_degradation	physiological_role	aromatic_ring_catabolism	
oxoadipyl_coa_thiolysis	physiological_role	carbon_acquisition	Delivers ring carbon into central metabolism; the upstream GIFTs of the funnel do not, which is why they do not carry this role.
oxopentenoate_degradation	physiological_role	carbon_acquisition	Delivers ring carbon into central metabolism; the upstream GIFTs of the funnel do not, which is why they do not carry this role.
dihydroxyphenylpropanoate_degradation	physiological_role	carbon_acquisition	Delivers ring carbon into central metabolism; the upstream GIFTs of the funnel do not, which is why they do not carry this role.
glutamine_biosynthesis	substrate_class	amino_acid	
glutamine_biosynthesis	physiological_role	biosynthesis	
alanine_biosynthesis	substrate_class	amino_acid	
alanine_biosynthesis	physiological_role	biosynthesis	
aspartate_biosynthesis	substrate_class	amino_acid	
aspartate_biosynthesis	physiological_role	biosynthesis	
asparagine_biosynthesis	substrate_class	amino_acid	
asparagine_biosynthesis	physiological_role	biosynthesis	
dap_biosynthesis	substrate_class	amino_acid	
dap_biosynthesis	physiological_role	biosynthesis	
lysine_biosynthesis_dap	substrate_class	amino_acid	
lysine_biosynthesis_dap	physiological_role	biosynthesis	
oxoisovalerate_biosynthesis	substrate_class	amino_acid	
oxoisovalerate_biosynthesis	physiological_role	biosynthesis	
valine_biosynthesis	substrate_class	amino_acid	
valine_biosynthesis	physiological_role	biosynthesis	
leucine_biosynthesis	substrate_class	amino_acid	
leucine_biosynthesis	physiological_role	biosynthesis	
oxobutanoate_biosynthesis_citramalate	substrate_class	amino_acid	
oxobutanoate_biosynthesis_citramalate	physiological_role	biosynthesis	
isoleucine_biosynthesis	substrate_class	amino_acid	
isoleucine_biosynthesis	physiological_role	biosynthesis	
phenylalanine_biosynthesis	substrate_class	amino_acid	
phenylalanine_biosynthesis	physiological_role	biosynthesis	
phenylalanine_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	
tyrosine_biosynthesis	substrate_class	amino_acid	
tyrosine_biosynthesis	physiological_role	biosynthesis	
tyrosine_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	
tryptophan_biosynthesis	substrate_class	amino_acid	
tryptophan_biosynthesis	physiological_role	biosynthesis	
tryptophan_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	
histidine_biosynthesis	substrate_class	amino_acid	
histidine_biosynthesis	physiological_role	biosynthesis	
proline_biosynthesis	substrate_class	amino_acid	
proline_biosynthesis	physiological_role	biosynthesis	
ornithine_biosynthesis	substrate_class	amino_acid	
ornithine_biosynthesis	physiological_role	biosynthesis	
arginine_biosynthesis	substrate_class	amino_acid	
arginine_biosynthesis	physiological_role	biosynthesis	
arginine_deiminase_pathway	substrate_class	amino_acid	
arginine_deiminase_pathway	physiological_role	nitrogen_acquisition	
histidine_degradation_glutamate	substrate_class	amino_acid	
histidine_degradation_glutamate	physiological_role	nitrogen_acquisition	
histidine_degradation_glutamate	physiological_role	carbon_acquisition	
threonine_deamination	substrate_class	amino_acid	
threonine_deamination	physiological_role	nitrogen_acquisition	
threonine_deamination	physiological_role	carbon_acquisition	
serine_deamination	substrate_class	amino_acid	
serine_deamination	physiological_role	nitrogen_acquisition	
serine_deamination	physiological_role	carbon_acquisition	
glutamate_decarboxylation_gaba	substrate_class	amino_acid	
glutamate_decarboxylation_gaba	physiological_role	released_bioactive_product	
tryptophan_degradation_indole	substrate_class	amino_acid	
tryptophan_degradation_indole	physiological_role	released_bioactive_product	
tryptophan_degradation_indole	physiological_role	nitrogen_acquisition	
methionine_degradation_methanethiol	substrate_class	amino_acid	
methionine_degradation_methanethiol	physiological_role	released_bioactive_product	
methionine_degradation_methanethiol	physiological_role	nitrogen_acquisition	
cysteine_degradation_sulfide	substrate_class	amino_acid	
cysteine_degradation_sulfide	physiological_role	sulfur_acquisition	
cysteine_degradation_sulfide	physiological_role	released_bioactive_product	
glycine_reduction_stickland	substrate_class	amino_acid	
glycine_reduction_stickland	physiological_role	nitrogen_acquisition	
glycine_reduction_stickland	physiological_role	central_carbon_metabolism	
proline_reduction_stickland	substrate_class	amino_acid	
proline_reduction_stickland	physiological_role	fermentative_end_product	
mercury_detoxification	defense_class	chemical_detoxification	
isocitrate_to_oxoglutarate	substrate_class	central_metabolite	The oxidative fate of a central branchpoint.
isocitrate_to_oxoglutarate	physiological_role	central_carbon_metabolism	Oxidative central-carbon segment.
isocitrate_to_oxoglutarate	metabolic_cycle	citric_acid_cycle_oxidative	Membership is derived from declared anchors.
glyoxylate_bypass	substrate_class	central_metabolite	Carbon-conserving branch of central metabolism.
glyoxylate_bypass	physiological_role	central_carbon_metabolism	Carbon-conserving branch of central metabolism.
glyoxylate_bypass	metabolic_cycle	glyoxylate_cycle	Membership is derived from declared anchors.
succinate_fumarate_interconversion	metabolic_cycle	glyoxylate_cycle	Shared segment of both derived central cycles.
fumarate_oxaloacetate_interconversion	metabolic_cycle	glyoxylate_cycle	Shared segment of both derived central cycles.
nitrogen_fixation	substrate_class	inorganic_nitrogen	Dinitrogen is the input boundary.
nitrogen_fixation	physiological_role	nitrogen_acquisition	Forms ammonium the cell can assimilate; incorporation is not claimed.
assimilatory_sulfate_reduction	substrate_class	inorganic_sulfur	Sulfate is the input boundary.
assimilatory_sulfate_reduction	physiological_role	sulfur_acquisition	Forms sulfide the cell can assimilate; incorporation is not claimed.
ectoine_biosynthesis	substrate_class	compatible_solute	Ectoine is the product boundary.
ectoine_biosynthesis	physiological_role	compatible_solute_biosynthesis	Names the encoded product, not an osmotic-tolerance phenotype.
heme_b_biosynthesis	substrate_class	cofactor	Heme b is the product boundary.
heme_b_biosynthesis	physiological_role	biosynthesis	Builds the heme cofactor from the shared tetrapyrrole branchpoint.
dihydroxybenzoate_biosynthesis	substrate_class	aromatic_compound	The catecholate ring is built from chorismate.
dihydroxybenzoate_biosynthesis	physiological_role	secondary_metabolite_biosynthesis	Produces a reusable siderophore precursor; no downstream effect is claimed.
dihydroxybenzoate_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	The aromatic ring descends from chorismate.
enterobactin_biosynthesis	substrate_class	aromatic_compound	The product carries three 2,3-dihydroxybenzoate catecholate groups.
enterobactin_biosynthesis	physiological_role	secondary_metabolite_biosynthesis	Produces enterobactin; secretion and iron acquisition are not claimed.
enterobactin_biosynthesis	biosynthetic_family	shikimate_derived_aromatic	The three catecholate groups descend from chorismate through the upstream GIFT.
methylglyoxal_detoxification	defense_class	chemical_detoxification	The mechanism enzymatically converts a reactive electrophile to D-lactate.
superoxide_detoxification	defense_class	chemical_detoxification	The mechanism converts superoxide and its peroxide product to less reactive chemical species.
choline_to_betaine	substrate_class	methylated_amine	Choline and glycine betaine are quaternary ammonium compounds.
choline_to_betaine	physiological_role	compatible_solute_biosynthesis	Names the glycine-betaine product without claiming accumulation or osmotic protection.
siroheme_biosynthesis	substrate_class	cofactor	Siroheme is the exact product boundary.
siroheme_biosynthesis	physiological_role	biosynthesis	Builds the siroheme cofactor from the shared uroporphyrinogen III tetrapyrrole branchpoint.
chitin_degradation	substrate_class	polysaccharide	
chitin_degradation	physiological_role	carbon_acquisition	
mucin_sialic_acid_release	substrate_class	polysaccharide	
mucin_sialic_acid_release	physiological_role	carbon_acquisition	
mucin_sialic_acid_release	physiological_role	host_glycan_foraging	
mucin_fucose_release	substrate_class	polysaccharide	
mucin_fucose_release	physiological_role	carbon_acquisition	
mucin_fucose_release	physiological_role	host_glycan_foraging	
mucin_galnac_release	substrate_class	polysaccharide	
mucin_galnac_release	physiological_role	carbon_acquisition	
mucin_galnac_release	physiological_role	host_glycan_foraging	
pectin_degradation	substrate_class	polysaccharide	
pectin_degradation	physiological_role	carbon_acquisition	
pectin_degradation	physiological_role	fibre_degradation	
kdg_degradation	substrate_class	central_metabolite	The branchpoint is shared central metabolism, not an acquired nutrient.
kdg_degradation	physiological_role	central_carbon_metabolism	Shared lower segment of every route that converges on the branchpoint.
pectate_lyase_degradation	substrate_class	polysaccharide	
pectate_lyase_degradation	physiological_role	carbon_acquisition	
pectate_lyase_degradation	physiological_role	fibre_degradation	
